new_time,year,month,day,time
1860-01-01,1860,January,1,1860-01-01
1860-01-08,1860,January,8,1860-01-08
1860-01-15,1860,January,15,1860-01-15
1860-01-22,1860,January,22,1860-01-22
1860-01-29,1860,January,29,1860-01-29
1860-02-05,1860,February,5,1860-02-01
1860-02-12,1860,February,12,1860-02-12
1860-02-19,1860,February,19,1860-02-19
1860-02-26,1860,February,26,1860-02-26
1860-03-04,1860,March,4,1860-03-01
1860-03-11,1860,March,11,1860-03-11
1860-03-18,1860,March,18,1860-03-18
1860-03-25,1860,March,25,1860-03-25
1860-04-01,1860,April,1,1860-04-01
1860-04-08,1860,April,8,1860-04-08
1860-04-15,1860,April,15,1860-04-15
1860-04-22,1860,April,22,1860-04-22
1860-04-29,1860,April,29,1860-04-29
1860-05-06,1860,May,6,1860-05-01
1860-05-13,1860,May,13,1860-05-13
1860-05-20,1860,May,20,1860-05-20
1860-05-27,1860,May,27,1860-05-27
1860-06-03,1860,June,3,1860-06-01
1860-06-10,1860,June,10,1860-06-10
1860-06-17,1860,June,17,1860-06-17
1860-06-24,1860,June,24,1860-06-24
1860-07-01,1860,July,1,1860-07-01
1860-07-08,1860,July,8,1860-07-08
1860-07-15,1860,July,15,1860-07-15
1860-07-22,1860,July,22,1860-07-22
1860-07-29,1860,July,29,1860-07-29
1860-08-05,1860,August,5,1860-08-01
1860-08-12,1860,August,12,1860-08-12
1860-08-19,1860,August,19,1860-08-19
1860-08-26,1860,August,26,1860-08-26
1860-09-02,1860,September,2,1860-09-01
1860-09-09,1860,September,9,1860-09-09
1860-09-16,1860,September,16,1860-09-16
1860-09-23,1860,September,23,1860-09-23
1860-09-30,1860,September,30,1860-09-30
1860-10-07,1860,October,7,1860-10-01
1860-10-14,1860,October,14,1860-10-14
1860-10-21,1860,October,21,1860-10-21
1860-10-28,1860,October,28,1860-10-28
1860-11-04,1860,November,4,1860-11-01
1860-11-11,1860,November,11,1860-11-11
1860-11-18,1860,November,18,1860-11-18
1860-11-25,1860,November,25,1860-11-25
1860-12-02,1860,December,2,1860-12-01
1860-12-09,1860,December,9,1860-12-09
1860-12-16,1860,December,16,1860-12-16
1860-12-23,1860,December,23,1860-12-23
1860-12-30,1860,December,30,1860-12-30
1861-01-06,1861,January,6,1861-01-01
1861-01-13,1861,January,13,1861-01-13
1861-01-20,1861,January,20,1861-01-20
1861-01-27,1861,January,27,1861-01-27
1861-02-03,1861,February,3,1861-02-01
1861-02-10,1861,February,10,1861-02-10
1861-02-17,1861,February,17,1861-02-17
1861-02-24,1861,February,24,1861-02-24
1861-03-03,1861,March,3,1861-03-01
1861-03-10,1861,March,10,1861-03-10
1861-03-17,1861,March,17,1861-03-17
1861-03-24,1861,March,24,1861-03-24
1861-03-31,1861,March,31,1861-03-31
1861-04-07,1861,April,7,1861-04-01
1861-04-14,1861,April,14,1861-04-14
1861-04-21,1861,April,21,1861-04-21
1861-04-28,1861,April,28,1861-04-28
1861-05-05,1861,May,5,1861-05-01
1861-05-12,1861,May,12,1861-05-12
1861-05-19,1861,May,19,1861-05-19
1861-05-26,1861,May,26,1861-05-26
1861-06-02,1861,June,2,1861-06-01
1861-06-09,1861,June,9,1861-06-09
1861-06-16,1861,June,16,1861-06-16
1861-06-23,1861,June,23,1861-06-23
1861-06-30,1861,June,30,1861-06-30
1861-07-07,1861,July,7,1861-07-01
1861-07-14,1861,July,14,1861-07-14
1861-07-21,1861,July,21,1861-07-21
1861-07-28,1861,July,28,1861-07-28
1861-08-04,1861,August,4,1861-08-01
1861-08-11,1861,August,11,1861-08-11
1861-08-18,1861,August,18,1861-08-18
1861-08-25,1861,August,25,1861-08-25
1861-09-01,1861,September,1,1861-09-01
1861-09-08,1861,September,8,1861-09-08
1861-09-15,1861,September,15,1861-09-15
1861-09-22,1861,September,22,1861-09-22
1861-09-29,1861,September,29,1861-09-29
1861-10-06,1861,October,6,1861-10-01
1861-10-13,1861,October,13,1861-10-13
1861-10-20,1861,October,20,1861-10-20
1861-10-27,1861,October,27,1861-10-27
1861-11-03,1861,November,3,1861-11-01
1861-11-10,1861,November,10,1861-11-10
1861-11-17,1861,November,17,1861-11-17
1861-11-24,1861,November,24,1861-11-24
1861-12-01,1861,December,1,1861-12-01
1861-12-08,1861,December,8,1861-12-08
1861-12-15,1861,December,15,1861-12-15
1861-12-22,1861,December,22,1861-12-22
1861-12-29,1861,December,29,1861-12-29
1862-01-05,1862,January,5,1862-01-01
1862-01-12,1862,January,12,1862-01-12
1862-01-19,1862,January,19,1862-01-19
1862-01-26,1862,January,26,1862-01-26
1862-02-02,1862,February,2,1862-02-01
1862-02-09,1862,February,9,1862-02-09
1862-02-16,1862,February,16,1862-02-16
1862-02-23,1862,February,23,1862-02-23
1862-03-02,1862,March,2,1862-03-01
1862-03-09,1862,March,9,1862-03-09
1862-03-16,1862,March,16,1862-03-16
1862-03-23,1862,March,23,1862-03-23
1862-03-30,1862,March,30,1862-03-30
1862-04-06,1862,April,6,1862-04-01
1862-04-13,1862,April,13,1862-04-13
1862-04-20,1862,April,20,1862-04-20
1862-04-27,1862,April,27,1862-04-27
1862-05-04,1862,May,4,1862-05-01
1862-05-11,1862,May,11,1862-05-11
1862-05-18,1862,May,18,1862-05-18
1862-05-25,1862,May,25,1862-05-25
1862-06-01,1862,June,1,1862-06-01
1862-06-08,1862,June,8,1862-06-08
1862-06-15,1862,June,15,1862-06-15
1862-06-22,1862,June,22,1862-06-22
1862-06-29,1862,June,29,1862-06-29
1862-07-06,1862,July,6,1862-07-01
1862-07-13,1862,July,13,1862-07-13
1862-07-20,1862,July,20,1862-07-20
1862-07-27,1862,July,27,1862-07-27
1862-08-03,1862,August,3,1862-08-01
1862-08-10,1862,August,10,1862-08-10
1862-08-17,1862,August,17,1862-08-17
1862-08-24,1862,August,24,1862-08-24
1862-08-31,1862,August,31,1862-08-31
1862-09-07,1862,September,7,1862-09-01
1862-09-14,1862,September,14,1862-09-14
1862-09-21,1862,September,21,1862-09-21
1862-09-28,1862,September,28,1862-09-28
1862-10-05,1862,October,5,1862-10-01
1862-10-12,1862,October,12,1862-10-12
1862-10-19,1862,October,19,1862-10-19
1862-10-26,1862,October,26,1862-10-26
1862-11-02,1862,November,2,1862-11-01
1862-11-09,1862,November,9,1862-11-09
1862-11-16,1862,November,16,1862-11-16
1862-11-23,1862,November,23,1862-11-23
1862-11-30,1862,November,30,1862-11-30
1862-12-07,1862,December,7,1862-12-01
1862-12-14,1862,December,14,1862-12-14
1862-12-21,1862,December,21,1862-12-21
1862-12-28,1862,December,28,1862-12-28
1863-01-04,1863,January,4,1863-01-01
1863-01-11,1863,January,11,1863-01-11
1863-01-18,1863,January,18,1863-01-18
1863-01-25,1863,January,25,1863-01-25
1863-02-01,1863,February,1,1863-02-01
1863-02-08,1863,February,8,1863-02-08
1863-02-15,1863,February,15,1863-02-15
1863-02-22,1863,February,22,1863-02-22
1863-03-01,1863,March,1,1863-03-01
1863-03-08,1863,March,8,1863-03-08
1863-03-15,1863,March,15,1863-03-15
1863-03-22,1863,March,22,1863-03-22
1863-03-29,1863,March,29,1863-03-29
1863-04-05,1863,April,5,1863-04-01
1863-04-12,1863,April,12,1863-04-12
1863-04-19,1863,April,19,1863-04-19
1863-04-26,1863,April,26,1863-04-26
1863-05-03,1863,May,3,1863-05-01
1863-05-10,1863,May,10,1863-05-10
1863-05-17,1863,May,17,1863-05-17
1863-05-24,1863,May,24,1863-05-24
1863-05-31,1863,May,31,1863-05-31
1863-06-07,1863,June,7,1863-06-01
1863-06-14,1863,June,14,1863-06-14
1863-06-21,1863,June,21,1863-06-21
1863-06-28,1863,June,28,1863-06-28
1863-07-05,1863,July,5,1863-07-01
1863-07-12,1863,July,12,1863-07-12
1863-07-19,1863,July,19,1863-07-19
1863-07-26,1863,July,26,1863-07-26
1863-08-02,1863,August,2,1863-08-01
1863-08-09,1863,August,9,1863-08-09
1863-08-16,1863,August,16,1863-08-16
1863-08-23,1863,August,23,1863-08-23
1863-08-30,1863,August,30,1863-08-30
1863-09-06,1863,September,6,1863-09-01
1863-09-13,1863,September,13,1863-09-13
1863-09-20,1863,September,20,1863-09-20
1863-09-27,1863,September,27,1863-09-27
1863-10-04,1863,October,4,1863-10-01
1863-10-11,1863,October,11,1863-10-11
1863-10-18,1863,October,18,1863-10-18
1863-10-25,1863,October,25,1863-10-25
1863-11-01,1863,November,1,1863-11-01
1863-11-08,1863,November,8,1863-11-08
1863-11-15,1863,November,15,1863-11-15
1863-11-22,1863,November,22,1863-11-22
1863-11-29,1863,November,29,1863-11-29
1863-12-06,1863,December,6,1863-12-01
1863-12-13,1863,December,13,1863-12-13
1863-12-20,1863,December,20,1863-12-20
1863-12-27,1863,December,27,1863-12-27
1864-01-03,1864,January,3,1864-01-01
1864-01-10,1864,January,10,1864-01-10
1864-01-17,1864,January,17,1864-01-17
1864-01-24,1864,January,24,1864-01-24
1864-01-31,1864,January,31,1864-01-31
1864-02-07,1864,February,7,1864-02-01
1864-02-14,1864,February,14,1864-02-14
1864-02-21,1864,February,21,1864-02-21
1864-02-28,1864,February,28,1864-02-28
1864-03-06,1864,March,6,1864-03-01
1864-03-13,1864,March,13,1864-03-13
1864-03-20,1864,March,20,1864-03-20
1864-03-27,1864,March,27,1864-03-27
1864-04-03,1864,April,3,1864-04-01
1864-04-10,1864,April,10,1864-04-10
1864-04-17,1864,April,17,1864-04-17
1864-04-24,1864,April,24,1864-04-24
1864-05-01,1864,May,1,1864-05-01
1864-05-08,1864,May,8,1864-05-08
1864-05-15,1864,May,15,1864-05-15
1864-05-22,1864,May,22,1864-05-22
1864-05-29,1864,May,29,1864-05-29
1864-06-05,1864,June,5,1864-06-01
1864-06-12,1864,June,12,1864-06-12
1864-06-19,1864,June,19,1864-06-19
1864-06-26,1864,June,26,1864-06-26
1864-07-03,1864,July,3,1864-07-01
1864-07-10,1864,July,10,1864-07-10
1864-07-17,1864,July,17,1864-07-17
1864-07-24,1864,July,24,1864-07-24
1864-07-31,1864,July,31,1864-07-31
1864-08-07,1864,August,7,1864-08-01
1864-08-14,1864,August,14,1864-08-14
1864-08-21,1864,August,21,1864-08-21
1864-08-28,1864,August,28,1864-08-28
1864-09-04,1864,September,4,1864-09-01
1864-09-11,1864,September,11,1864-09-11
1864-09-18,1864,September,18,1864-09-18
1864-09-25,1864,September,25,1864-09-25
1864-10-02,1864,October,2,1864-10-01
1864-10-09,1864,October,9,1864-10-09
1864-10-16,1864,October,16,1864-10-16
1864-10-23,1864,October,23,1864-10-23
1864-10-30,1864,October,30,1864-10-30
1864-11-06,1864,November,6,1864-11-01
1864-11-13,1864,November,13,1864-11-13
1864-11-20,1864,November,20,1864-11-20
1864-11-27,1864,November,27,1864-11-27
1864-12-04,1864,December,4,1864-12-01
1864-12-11,1864,December,11,1864-12-11
1864-12-18,1864,December,18,1864-12-18
1864-12-25,1864,December,25,1864-12-25
1865-01-01,1865,January,1,1865-01-01
1865-01-08,1865,January,8,1865-01-08
1865-01-15,1865,January,15,1865-01-15
1865-01-22,1865,January,22,1865-01-22
1865-01-29,1865,January,29,1865-01-29
1865-02-05,1865,February,5,1865-02-01
1865-02-12,1865,February,12,1865-02-12
1865-02-19,1865,February,19,1865-02-19
1865-02-26,1865,February,26,1865-02-26
1865-03-05,1865,March,5,1865-03-01
1865-03-12,1865,March,12,1865-03-12
1865-03-19,1865,March,19,1865-03-19
1865-03-26,1865,March,26,1865-03-26
1865-04-02,1865,April,2,1865-04-01
1865-04-09,1865,April,9,1865-04-09
1865-04-16,1865,April,16,1865-04-16
1865-04-23,1865,April,23,1865-04-23
1865-04-30,1865,April,30,1865-04-30
1865-05-07,1865,May,7,1865-05-01
1865-05-14,1865,May,14,1865-05-14
1865-05-21,1865,May,21,1865-05-21
1865-05-28,1865,May,28,1865-05-28
1865-06-04,1865,June,4,1865-06-01
1865-06-11,1865,June,11,1865-06-11
1865-06-18,1865,June,18,1865-06-18
1865-06-25,1865,June,25,1865-06-25
1865-07-02,1865,July,2,1865-07-01
1865-07-09,1865,July,9,1865-07-09
1865-07-16,1865,July,16,1865-07-16
1865-07-23,1865,July,23,1865-07-23
1865-07-30,1865,July,30,1865-07-30
1865-08-06,1865,August,6,1865-08-01
1865-08-13,1865,August,13,1865-08-13
1865-08-20,1865,August,20,1865-08-20
1865-08-27,1865,August,27,1865-08-27
1865-09-03,1865,September,3,1865-09-01
1865-09-10,1865,September,10,1865-09-10
1865-09-17,1865,September,17,1865-09-17
1865-09-24,1865,September,24,1865-09-24
1865-10-01,1865,October,1,1865-10-01
1865-10-08,1865,October,8,1865-10-08
1865-10-15,1865,October,15,1865-10-15
1865-10-22,1865,October,22,1865-10-22
1865-10-29,1865,October,29,1865-10-29
1865-11-05,1865,November,5,1865-11-01
1865-11-12,1865,November,12,1865-11-12
1865-11-19,1865,November,19,1865-11-19
1865-11-26,1865,November,26,1865-11-26
1865-12-03,1865,December,3,1865-12-01
1865-12-10,1865,December,10,1865-12-10
1865-12-17,1865,December,17,1865-12-17
1865-12-24,1865,December,24,1865-12-24
1865-12-31,1865,December,31,1865-12-31
1866-01-07,1866,January,7,1866-01-01
1866-01-14,1866,January,14,1866-01-14
1866-01-21,1866,January,21,1866-01-21
1866-01-28,1866,January,28,1866-01-28
1866-02-04,1866,February,4,1866-02-01
1866-02-11,1866,February,11,1866-02-11
1866-02-18,1866,February,18,1866-02-18
1866-02-25,1866,February,25,1866-02-25
1866-03-04,1866,March,4,1866-03-01
1866-03-11,1866,March,11,1866-03-11
1866-03-18,1866,March,18,1866-03-18
1866-03-25,1866,March,25,1866-03-25
1866-04-01,1866,April,1,1866-04-01
1866-04-08,1866,April,8,1866-04-08
1866-04-15,1866,April,15,1866-04-15
1866-04-22,1866,April,22,1866-04-22
1866-04-29,1866,April,29,1866-04-29
1866-05-06,1866,May,6,1866-05-01
1866-05-13,1866,May,13,1866-05-13
1866-05-20,1866,May,20,1866-05-20
1866-05-27,1866,May,27,1866-05-27
1866-06-03,1866,June,3,1866-06-01
1866-06-10,1866,June,10,1866-06-10
1866-06-17,1866,June,17,1866-06-17
1866-06-24,1866,June,24,1866-06-24
1866-07-01,1866,July,1,1866-07-01
1866-07-08,1866,July,8,1866-07-08
1866-07-15,1866,July,15,1866-07-15
1866-07-22,1866,July,22,1866-07-22
1866-07-29,1866,July,29,1866-07-29
1866-08-05,1866,August,5,1866-08-01
1866-08-12,1866,August,12,1866-08-12
1866-08-19,1866,August,19,1866-08-19
1866-08-26,1866,August,26,1866-08-26
1866-09-02,1866,September,2,1866-09-01
1866-09-09,1866,September,9,1866-09-09
1866-09-16,1866,September,16,1866-09-16
1866-09-23,1866,September,23,1866-09-23
1866-09-30,1866,September,30,1866-09-30
1866-10-07,1866,October,7,1866-10-01
1866-10-14,1866,October,14,1866-10-14
1866-10-21,1866,October,21,1866-10-21
1866-10-28,1866,October,28,1866-10-28
1866-11-04,1866,November,4,1866-11-01
1866-11-11,1866,November,11,1866-11-11
1866-11-18,1866,November,18,1866-11-18
1866-11-25,1866,November,25,1866-11-25
1866-12-02,1866,December,2,1866-12-01
1866-12-09,1866,December,9,1866-12-09
1866-12-16,1866,December,16,1866-12-16
1866-12-23,1866,December,23,1866-12-23
1866-12-30,1866,December,30,1866-12-30
1867-01-06,1867,January,6,1867-01-01
1867-01-13,1867,January,13,1867-01-13
1867-01-20,1867,January,20,1867-01-20
1867-01-27,1867,January,27,1867-01-27
1867-02-03,1867,February,3,1867-02-01
1867-02-10,1867,February,10,1867-02-10
1867-02-17,1867,February,17,1867-02-17
1867-02-24,1867,February,24,1867-02-24
1867-03-03,1867,March,3,1867-03-01
1867-03-10,1867,March,10,1867-03-10
1867-03-17,1867,March,17,1867-03-17
1867-03-24,1867,March,24,1867-03-24
1867-03-31,1867,March,31,1867-03-31
1867-04-07,1867,April,7,1867-04-01
1867-04-14,1867,April,14,1867-04-14
1867-04-21,1867,April,21,1867-04-21
1867-04-28,1867,April,28,1867-04-28
1867-05-05,1867,May,5,1867-05-01
1867-05-12,1867,May,12,1867-05-12
1867-05-19,1867,May,19,1867-05-19
1867-05-26,1867,May,26,1867-05-26
1867-06-02,1867,June,2,1867-06-01
1867-06-09,1867,June,9,1867-06-09
1867-06-16,1867,June,16,1867-06-16
1867-06-23,1867,June,23,1867-06-23
1867-06-30,1867,June,30,1867-06-30
1867-07-07,1867,July,7,1867-07-01
1867-07-14,1867,July,14,1867-07-14
1867-07-21,1867,July,21,1867-07-21
1867-07-28,1867,July,28,1867-07-28
1867-08-04,1867,August,4,1867-08-01
1867-08-11,1867,August,11,1867-08-11
1867-08-18,1867,August,18,1867-08-18
1867-08-25,1867,August,25,1867-08-25
1867-09-01,1867,September,1,1867-09-01
1867-09-08,1867,September,8,1867-09-08
1867-09-15,1867,September,15,1867-09-15
1867-09-22,1867,September,22,1867-09-22
1867-09-29,1867,September,29,1867-09-29
1867-10-06,1867,October,6,1867-10-01
1867-10-13,1867,October,13,1867-10-13
1867-10-20,1867,October,20,1867-10-20
1867-10-27,1867,October,27,1867-10-27
1867-11-03,1867,November,3,1867-11-01
1867-11-10,1867,November,10,1867-11-10
1867-11-17,1867,November,17,1867-11-17
1867-11-24,1867,November,24,1867-11-24
1867-12-01,1867,December,1,1867-12-01
1867-12-08,1867,December,8,1867-12-08
1867-12-15,1867,December,15,1867-12-15
1867-12-22,1867,December,22,1867-12-22
1867-12-29,1867,December,29,1867-12-29
1868-01-05,1868,January,5,1868-01-01
1868-01-12,1868,January,12,1868-01-12
1868-01-19,1868,January,19,1868-01-19
1868-01-26,1868,January,26,1868-01-26
1868-02-02,1868,February,2,1868-02-01
1868-02-09,1868,February,9,1868-02-09
1868-02-16,1868,February,16,1868-02-16
1868-02-23,1868,February,23,1868-02-23
1868-03-01,1868,March,1,1868-03-01
1868-03-08,1868,March,8,1868-03-08
1868-03-15,1868,March,15,1868-03-15
1868-03-22,1868,March,22,1868-03-22
1868-03-29,1868,March,29,1868-03-29
1868-04-05,1868,April,5,1868-04-01
1868-04-12,1868,April,12,1868-04-12
1868-04-19,1868,April,19,1868-04-19
1868-04-26,1868,April,26,1868-04-26
1868-05-03,1868,May,3,1868-05-01
1868-05-10,1868,May,10,1868-05-10
1868-05-17,1868,May,17,1868-05-17
1868-05-24,1868,May,24,1868-05-24
1868-05-31,1868,May,31,1868-05-31
1868-06-07,1868,June,7,1868-06-01
1868-06-14,1868,June,14,1868-06-14
1868-06-21,1868,June,21,1868-06-21
1868-06-28,1868,June,28,1868-06-28
1868-07-05,1868,July,5,1868-07-01
1868-07-12,1868,July,12,1868-07-12
1868-07-19,1868,July,19,1868-07-19
1868-07-26,1868,July,26,1868-07-26
1868-08-02,1868,August,2,1868-08-01
1868-08-09,1868,August,9,1868-08-09
1868-08-16,1868,August,16,1868-08-16
1868-08-23,1868,August,23,1868-08-23
1868-08-30,1868,August,30,1868-08-30
1868-09-06,1868,September,6,1868-09-01
1868-09-13,1868,September,13,1868-09-13
1868-09-20,1868,September,20,1868-09-20
1868-09-27,1868,September,27,1868-09-27
1868-10-04,1868,October,4,1868-10-01
1868-10-11,1868,October,11,1868-10-11
1868-10-18,1868,October,18,1868-10-18
1868-10-25,1868,October,25,1868-10-25
1868-11-01,1868,November,1,1868-11-01
1868-11-08,1868,November,8,1868-11-08
1868-11-15,1868,November,15,1868-11-15
1868-11-22,1868,November,22,1868-11-22
1868-11-29,1868,November,29,1868-11-29
1868-12-06,1868,December,6,1868-12-01
1868-12-13,1868,December,13,1868-12-13
1868-12-20,1868,December,20,1868-12-20
1868-12-27,1868,December,27,1868-12-27
1869-01-03,1869,January,3,1869-01-01
1869-01-10,1869,January,10,1869-01-10
1869-01-17,1869,January,17,1869-01-17
1869-01-24,1869,January,24,1869-01-24
1869-01-31,1869,January,31,1869-01-31
1869-02-07,1869,February,7,1869-02-01
1869-02-14,1869,February,14,1869-02-14
1869-02-21,1869,February,21,1869-02-21
1869-02-28,1869,February,28,1869-02-28
1869-03-07,1869,March,7,1869-03-01
1869-03-14,1869,March,14,1869-03-14
1869-03-21,1869,March,21,1869-03-21
1869-03-28,1869,March,28,1869-03-28
1869-04-04,1869,April,4,1869-04-01
1869-04-11,1869,April,11,1869-04-11
1869-04-18,1869,April,18,1869-04-18
1869-04-25,1869,April,25,1869-04-25
1869-05-02,1869,May,2,1869-05-01
1869-05-09,1869,May,9,1869-05-09
1869-05-16,1869,May,16,1869-05-16
1869-05-23,1869,May,23,1869-05-23
1869-05-30,1869,May,30,1869-05-30
1869-06-06,1869,June,6,1869-06-01
1869-06-13,1869,June,13,1869-06-13
1869-06-20,1869,June,20,1869-06-20
1869-06-27,1869,June,27,1869-06-27
1869-07-04,1869,July,4,1869-07-01
1869-07-11,1869,July,11,1869-07-11
1869-07-18,1869,July,18,1869-07-18
1869-07-25,1869,July,25,1869-07-25
1869-08-01,1869,August,1,1869-08-01
1869-08-08,1869,August,8,1869-08-08
1869-08-15,1869,August,15,1869-08-15
1869-08-22,1869,August,22,1869-08-22
1869-08-29,1869,August,29,1869-08-29
1869-09-05,1869,September,5,1869-09-01
1869-09-12,1869,September,12,1869-09-12
1869-09-19,1869,September,19,1869-09-19
1869-09-26,1869,September,26,1869-09-26
1869-10-03,1869,October,3,1869-10-01
1869-10-10,1869,October,10,1869-10-10
1869-10-17,1869,October,17,1869-10-17
1869-10-24,1869,October,24,1869-10-24
1869-10-31,1869,October,31,1869-10-31
1869-11-07,1869,November,7,1869-11-01
1869-11-14,1869,November,14,1869-11-14
1869-11-21,1869,November,21,1869-11-21
1869-11-28,1869,November,28,1869-11-28
1869-12-05,1869,December,5,1869-12-01
1869-12-12,1869,December,12,1869-12-12
1869-12-19,1869,December,19,1869-12-19
1869-12-26,1869,December,26,1869-12-26
1870-01-02,1870,January,2,1870-01-01
1870-01-09,1870,January,9,1870-01-09
1870-01-16,1870,January,16,1870-01-16
1870-01-23,1870,January,23,1870-01-23
1870-01-30,1870,January,30,1870-01-30
1870-02-06,1870,February,6,1870-02-01
1870-02-13,1870,February,13,1870-02-13
1870-02-20,1870,February,20,1870-02-20
1870-02-27,1870,February,27,1870-02-27
1870-03-06,1870,March,6,1870-03-01
1870-03-13,1870,March,13,1870-03-13
1870-03-20,1870,March,20,1870-03-20
1870-03-27,1870,March,27,1870-03-27
1870-04-03,1870,April,3,1870-04-01
1870-04-10,1870,April,10,1870-04-10
1870-04-17,1870,April,17,1870-04-17
1870-04-24,1870,April,24,1870-04-24
1870-05-01,1870,May,1,1870-05-01
1870-05-08,1870,May,8,1870-05-08
1870-05-15,1870,May,15,1870-05-15
1870-05-22,1870,May,22,1870-05-22
1870-05-29,1870,May,29,1870-05-29
1870-06-05,1870,June,5,1870-06-01
1870-06-12,1870,June,12,1870-06-12
1870-06-19,1870,June,19,1870-06-19
1870-06-26,1870,June,26,1870-06-26
1870-07-03,1870,July,3,1870-07-01
1870-07-10,1870,July,10,1870-07-10
1870-07-17,1870,July,17,1870-07-17
1870-07-24,1870,July,24,1870-07-24
1870-07-31,1870,July,31,1870-07-31
1870-08-07,1870,August,7,1870-08-01
1870-08-14,1870,August,14,1870-08-14
1870-08-21,1870,August,21,1870-08-21
1870-08-28,1870,August,28,1870-08-28
